# Documentation for CSBF data from test flight: 
# - 598N_back.txt: ascii; some header information then 8 columns with self
# explanatory column headings
# - 598N.txt: ascii; formatted for simpler reading into IDL; 12 columns; 
# First three columns correspond to the time column of the previous
# file, Longitude and latitude columns from previous file also separated
# to 4 columns; glitch removed from data.  
#
#  Column 0 = UT time (decimal hours); 
#  Column 1 = Local time (decimal hours); 
#  Column 2 = barometric altitude (ft)
#  Column 3 = MBS (don't know )
#  Column 4 = Air temp (C)
#  Column 5 = radiation temperate (C)
#  Column 6 = Latitude (Decimal degrees)
#  Column 7 = Longitude (Decimal degrees)
#  Column 8 = GPS altitude (m)
#
#4 12 812
# CIP DATA FLIGHT REPORT:
#  FLIGHT:  598N Science Group: HANANY/EBEX
#  DATE:  11-JUN-2009
#  TIME   BAR ALT    MBS     AIRT   DRAD      LAT      LON     GPS ALT
 00 49 36 109628.    7.04   -29.2    5.7    34 32.2 -111 40.4  34128.
 00 50 36 109661.    7.03   -29.3    6.4    34 32.1 -111 41.3  34140.
 00 51 37 109855.    6.97   -29.5    7.1    34 32.1 -111 42.2  34192.
 00 52 37 110019.    6.92   -29.9    7.8    34 32.2 -111 43.1  34251.
 00 53 37 110019.    6.92   -29.8    8.0    34 32.2 -111 43.9  34254.
 00 54 37 109888.    6.96   -29.7    7.6    34 32.3 -111 44.8  34215.
 00 55 38 109790.    6.99   -29.8    6.8    34 32.3 -111 45.6  34177.
 00 56 40 109823.    6.98   -29.8    6.6    34 32.3 -111 46.5  34183.
 00 57 41 109986.    6.93   -30.1    6.6    34 32.4 -111 47.5  34237.
 00 58 42 110184.    6.87   -30.4    7.1    34 32.4 -111 48.4  34291.
 00 59 42 110217.    6.86   -30.5    7.1    34 32.5 -111 49.2  34309.
 01 00 42 110085.    6.90   -30.3    6.6    34 32.5 -111 50.1  34272.
 01 01 43 109888.    6.96   -30.0    5.7    34 32.6 -111 51.0  34213.
 01 02 43 109823.    6.98   -29.8    4.8    34 32.6 -111 51.9  34190.
 01 03 44 109921.    6.95   -29.8    4.6    34 32.7 -111 52.8  34224.
 01 04 45 110151.    6.88   -30.1    4.6    34 32.7 -111 53.7  34285.
 01 05 46 110184.    6.87   -30.1    4.4    34 32.8 -111 54.6  34303.
 01 06 46 110052.    6.91   -30.2    3.3    34 33.0 -111 55.4  34268.
 01 07 46 109888.    6.96   -30.1    2.3    34 33.1 -111 56.2  34225.
 01 08 46 109888.    6.96   -29.9    1.1    34 33.1 -111 57.1  34219.
 01 09 48 110019.    6.92   -30.1    0.7    34 33.2 -111 58.0  34265.
 01 10 48 110217.    6.86   -30.3    0.3    34 33.2 -111 58.9  34325.
 01 11 48 110250.    6.85   -30.2   -0.0    34 33.3 -111 59.8  34331.
 01 12 48 110151.    6.88   -30.3   -1.1    34 33.4 -112 00.6  34290.
 01 13 48 110019.    6.92   -30.2   -2.2    34 33.5 -112 01.4  34258.
 01 14 49 110052.    6.91   -30.3   -3.2    34 33.6 -112 02.3  34271.
 01 15 49 110217.    6.86   -30.6   -4.1    34 33.6 -112 03.2  34321.
 01 16 49 110350.    6.82   -30.9   -4.2    34 33.7 -112 04.1  34364.
 01 17 49 110350.    6.82   -30.8   -4.6    34 33.8 -112 04.9  34369.
 01 18 49 110283.    6.84   -30.8   -5.2    34 33.9 -112 05.8  34346.
 01 19 49 110250.    6.85   -30.7   -5.7    34 33.9 -112 06.6  34332.
 01 20 49 110317.    6.83   -30.9   -6.1    34 34.0 -112 07.5  34345.
 01 21 49 110383.    6.81   -31.1   -6.4    34 34.1 -112 08.4  34368.
 01 22 49 110383.    6.81   -31.1   -6.8    34 34.2 -112 09.3  34376.
 01 23 49 110350.    6.82   -30.9   -6.9    34 34.3 -112 10.2  34365.
 01 24 49 110350.    6.82   -30.9   -7.2    34 34.3 -112 11.1  34356.
 01 25 50 110350.    6.82   -31.0   -7.4    34 34.4 -112 12.0  34358.
 01 26 50 110350.    6.82   -31.0   -7.8    34 34.5 -112 12.9  34361.
 01 27 50 110350.    6.82   -31.0   -7.9    34 34.5 -112 13.8  34356.
 01 28 50 110350.    6.82   -31.0   -8.1    34 34.6 -112 14.6  34352.
 01 29 50 110350.    6.82   -31.0   -8.4    34 34.7 -112 15.5  34354.
 01 30 50 110350.    6.82   -31.0   -8.5    34 34.7 -112 16.4  34360.
 01 31 50 110350.    6.82   -31.1   -8.5    34 34.8 -112 17.3  34366.
 01 32 50 110383.    6.81   -31.1   -8.9    34 34.9 -112 18.2  34376.
 01 33 50 110417.    6.80   -31.2   -9.1    34 35.0 -112 19.1  34388.
 01 34 50 110484.    6.78   -31.2   -9.1    34 35.0 -112 20.0  34401.
 01 35 51 110450.    6.79   -31.2   -9.2    34 35.1 -112 20.8  34401.
 01 36 51 110417.    6.80   -31.1   -9.4    34 35.2 -112 21.7  34385.
 01 37 51 110383.    6.81   -31.0   -9.5    34 35.3 -112 22.6  34367.
 01 38 51 110350.    6.82   -30.9   -9.6    34 35.4 -112 23.6  34365.
 01 39 51 110383.    6.81   -30.9   -9.6    34 35.4 -112 24.4  34372.
 01 40 51 110383.    6.81   -31.0   -9.9    34 35.5 -112 25.3  34376.
 01 41 51 110383.    6.81   -31.1  -10.1    34 35.5 -112 26.2  34370.
 01 42 51 110350.    6.82   -31.0  -10.3    34 35.6 -112 27.1  34361.
 01 43 52 110283.    6.84   -30.9  -10.6    34 35.7 -112 28.0  34350.
 01 44 52 110283.    6.84   -30.8  -10.7    34 35.7 -112 28.9  34339.
 01 45 52 110250.    6.85   -30.8  -10.7    34 35.8 -112 29.8  34334.
 01 46 52 110250.    6.85   -30.8  -11.0    34 35.8 -112 30.7  34340.
 01 47 53 110283.    6.84   -30.9  -11.1    34 35.9 -112 31.6  34349.
 01 48 53 110283.    6.84   -30.9  -11.4    34 35.9 -112 32.5  34349.
 01 49 54 110250.    6.85   -30.8  -11.6    34 36.0 -112 33.4  34333.
 01 50 54 110184.    6.87   -30.6  -11.8    34 36.0 -112 34.3  34318.
 01 51 54 110217.    6.86   -30.7  -11.9    34 36.0 -112 35.2  34324.
 01 52 56 110283.    6.84   -30.9  -12.0    34 36.1 -112 36.1  34346.
 01 53 57 110317.    6.83   -31.0  -12.2    34 36.1 -112 37.1  34359.
 01 54 57 110283.    6.84   -30.9  -12.4    34 36.1 -112 38.0  34344.
 01 55 57 110250.    6.85   -30.8  -12.7    34 36.2 -112 39.0  34328.
 01 56 57 110283.    6.84   -30.8  -12.8    34 36.2 -112 40.0  34337.
 01 57 57 110350.    6.82   -30.9  -13.2    34 36.3 -112 40.9  34359.
 01 58 58 110350.    6.82   -31.0  -13.3    34 36.4 -112 41.9  34365.
 01 59 58 110283.    6.84   -30.9  -13.5    34 36.4 -112 42.9  34345.
 02 00 59 110217.    6.86   -30.8  -13.6    34 36.5 -112 43.8  34324.
 02 01 59 110250.    6.85   -30.8  -13.8    34 36.5 -112 44.8  34330.
 02 02 59 110317.    6.83   -30.9  -14.0    34 36.5 -112 45.8  34353.
 02 04 00 110317.    6.83   -30.9  -14.0    34 36.6 -112 46.7  34356.
 02 05 00 110250.    6.85   -30.8  -13.9    34 36.6 -112 47.7  34337.
 02 06 00 110217.    6.86   -30.7  -13.6    34 36.7 -112 48.7  34328.
 02 07 01 110250.    6.85   -30.8  -13.4    34 36.7 -112 49.6  34338.
 02 08 02 110317.    6.83   -32.9  -13.2    34 36.8 -112 50.6  34353.
 02 09 02 110283.    6.84   -32.9  -12.8    34 36.8 -112 51.6  34347.
 02 10 02 110217.    6.86   -33.5  -12.5    34 36.9 -112 52.5  34330.
 02 11 02 110184.    6.87   -33.6  -12.3    34 36.9 -112 53.5  34316.
 02 12 03 110184.    6.87   -31.6  -12.0    34 36.9 -112 54.5  34323.
 02 13 04 110217.    6.86   -32.3  -12.0    34 37.0 -112 55.5  34328.
 02 14 05 110217.    6.86   -33.1  -11.8    34 37.0 -112 56.4  34330.
 02 15 05 110217.    6.86   -32.1  -11.8    34 37.0 -112 57.4  34330.
 02 16 05 110217.    6.86   -32.7  -11.9    34 37.0 -112 58.3  34327.
 02 17 05 110184.    6.87   -28.7  -12.2    34 37.0 -112 59.3  34318.
 02 18 05 110184.    6.87   -27.9  -12.2    34 37.0 -113 00.3  34318.
 02 19 05 110184.    6.87   -33.7  -12.3    34 37.0 -113 01.3  34320.
 02 20 05 110217.    6.86   -31.9  -12.3    34 37.0 -113 02.3  34320.
 02 21 05 110217.    6.86   -33.3  -12.5    34 37.0 -113 03.3  34326.
 02 22 05 110250.    6.85   -25.4  -12.7    34 37.0 -113 04.3  34336.
 02 23 06 110283.    6.84   -32.7  -12.8    34 37.0 -113 05.3  34351.
 02 24 08 110317.    6.83   -32.2  -12.8    34 37.0 -113 06.3  34361.
 02 25 08 110350.    6.82   -28.8  -13.0    34 37.0 -113 07.3  34367.
 02 26 09 110350.    6.82   -26.9  -13.3    34 37.0 -113 08.3  34373.
 02 27 09 110350.    6.82   -24.6  -13.4    34 36.9 -113 09.3  34372.
 02 28 09 110317.    6.83   -33.2  -13.4    34 36.9 -113 10.3  34362.
 02 29 09 110317.    6.83   -32.6  -13.4    34 36.9 -113 11.3  34354.
 02 30 09 110283.    6.84   -32.0  -13.5    34 36.9 -113 12.3  34347.
 02 31 10 110250.    6.85   -32.8  -13.8    34 36.8 -113 13.3  34339.
 02 32 10 110283.    6.84   -27.4  -14.1    34 36.8 -113 14.3  34342.
 02 33 10 110350.    6.82   -33.9  -14.3    34 36.7 -113 15.3  34364.
 02 34 10 110417.    6.80   -33.0  -14.5    34 36.7 -113 16.3  34383.
 02 35 11 110417.    6.80   -33.6  -14.7    34 36.7 -113 17.2  34392.
 02 36 12 110383.    6.81   -30.0  -15.0    34 36.6 -113 18.3  34379.
 02 37 13 110383.    6.81   -31.3  -15.2    34 36.6 -113 19.3  34374.
 02 38 14 110450.    6.79   -29.5  -15.3    34 36.6 -113 20.3  34395.
 02 39 14 110585.    6.75   -32.5  -15.4    34 36.5 -113 21.3  34431.
 02 40 14 110619.    6.74   -31.2  -15.6    34 36.5 -113 22.3  34452.
 02 41 14 110619.    6.74   -31.6  -16.0    34 36.4 -113 23.3  34449.
 02 42 14 110585.    6.75   -32.2  -16.2    34 36.4 -113 24.3  34432.
 02 43 14 110551.    6.76   -32.3  -16.3    34 36.3 -113 25.3  34420.
 02 44 14 110551.    6.76   -31.5  -16.3    34 36.3 -113 26.3  34419.
 02 45 17 110585.    6.75   -34.7  -16.4    34 36.3 -113 27.4  34433.
 02 46 17 110619.    6.74   -34.5  -16.4    34 36.2 -113 28.4  34438.
 02 47 17 110619.    6.74   -29.0  -16.5    34 36.2 -113 29.4  34430.
 02 48 17 110619.    6.74   -31.9  -16.9    34 36.1 -113 30.5  34430.
 02 49 18 110619.    6.74   -31.2  -16.9    34 36.1 -113 31.5  34434.
 02 50 18 110585.    6.75   -32.1  -16.9    34 36.0 -113 32.5  34436.
 02 51 18 110585.    6.75   -32.0  -16.5    34 36.0 -113 33.6  34434.
 02 52 18 110585.    6.75   -29.8  -16.5    34 35.9 -113 34.6  34425.
 02 53 18 110518.    6.77   -32.1  -16.5    34 35.9 -113 35.6  34408.
 02 54 18 110450.    6.79   -33.5  -16.4    34 35.8 -113 36.6  34389.
 02 55 18 110450.    6.79   -33.1  -16.5    34 35.8 -113 37.7  34392.
 02 56 18 110551.    6.76   -32.6  -16.5    34 35.7 -113 38.7  34413.
 02 58 45 110585.    6.75   -31.6  -17.0    34 35.7 -113 39.5  34426.
 02 59 45 110450.    6.79   -34.7  -17.0    34 35.5 -113 42.2  34381.
 03 00 45 110484.    6.78   -34.7  -17.0    34 35.5 -113 43.2  34393.
 03 01 45 110518.    6.77   -34.8  -16.4    34 35.5 -113 44.2  34403.
 03 02 45 110484.    6.78   -31.3  -16.5    34 35.4 -113 45.3  34400.
 03 03 45 110450.    6.79   -34.6  -16.9    34 35.4 -113 46.3  34390.
 03 04 45 110417.    6.80   -30.8  -17.1    34 35.3 -113 47.3  34376.
 03 05 46 110383.    6.81   -31.4  -17.2    34 35.3 -113 48.3  34364.
 03 06 47 110317.    6.83   -32.6  -17.3    34 35.2 -113 49.3  34341.
 03 07 47 110217.    6.86   -32.8  -17.4    34 35.2 -113 50.3  34311.
 03 08 47 110151.    6.88   -34.0  -17.6    34 35.1 -113 51.3  34286.
 03 09 47 110085.    6.90   -32.8  -17.6    34 35.1 -113 52.3  34269.
 03 10 49 110052.    6.91   -34.0  -17.7    34 35.0 -113 53.3  34262.
 03 11 49 110019.    6.92   -33.0  -17.8    34 35.0 -113 54.3  34253.
 03 12 50 109953.    6.94   -32.4  -18.0    34 34.9 -113 55.3  34234.
 03 13 50 109855.    6.97   -33.9  -18.5    34 34.9 -113 56.2  34208.
 03 14 51 109758.    7.00   -34.4  -18.9    34 34.8 -113 57.2  34177.
 03 15 51 109661.    7.03   -34.8  -19.3    34 34.7 -113 58.2  34145.
 03 16 52 109596.    7.05   -34.5  -19.6    34 34.6 -113 59.1  34125.
 03 17 52 109564.    7.06   -35.5  -19.9    34 34.5 -113 60.0  34110.
 03 18 52 109500.    7.08   -36.8  -20.2    34 34.4 -114 00.9  34093.
 03 19 52 109372.    7.12   -35.0  -20.5    34 34.2 -114 01.7  34062.
 03 20 52 109276.    7.15   -33.9  -20.7    34 34.1 -114 02.5  34023.
 03 21 52 109181.    7.18   -33.6  -20.7    34 34.0 -114 03.4  34000.
 03 22 52 109150.    7.19   -34.0  -20.8    34 34.0 -114 04.2  33980.
 03 23 52 109087.    7.21   -35.9  -20.9    34 33.9 -114 05.0  33966.
 03 24 52 108962.    7.25   -45.0  -21.0    34 33.9 -114 05.9  33931.
 03 25 52 108806.    7.30   -37.1  -21.3    34 33.8 -114 06.7  33886.
 03 26 52 108713.    7.33   -35.9  -21.4    34 33.9 -114 07.5  33847.
 03 27 52 108590.    7.37   -35.8  -21.4    34 33.9 -114 08.3  33813.
 03 28 52 108437.    7.42   -34.7  -21.6    34 34.0 -114 09.1  33766.
 03 29 53 108345.    7.45   -34.4  -21.7    34 34.1 -114 10.0  33735.
 03 30 53 108345.    7.45   -34.4  -21.8    34 34.2 -114 10.8  33736.
 03 31 54 108254.    7.48   -34.3  -21.8    34 34.4 -114 11.6  33714.
 03 32 54 108014.    7.56   -33.8  -21.9    34 34.5 -114 12.5  33634.
 03 33 54 107600.    7.70   -34.5  -22.0    34 34.6 -114 13.4  33518.
 03 34 54 107222.    7.83   -36.7  -22.0    34 34.6 -114 14.3  33402.
 03 35 54 107021.    7.90   -38.6  -22.0    34 34.6 -114 15.1  33337.
 03 36 54 106964.    7.92   -38.2  -21.9    34 34.6 -114 16.0  33318.
 03 37 54 106936.    7.93   -38.0  -21.9    34 34.5 -114 16.8  33304.
 03 38 54 106794.    7.98   -37.2  -22.0    34 34.5 -114 17.7  33262.
 03 39 54 106654.    8.03   -34.5  -22.0    34 34.5 -114 18.5  33206.
 03 40 55  98325.   11.68   -35.9  -24.5    34 34.5 -114 19.2  30207.
 03 41 55  89001.   17.96   -42.7  -27.3    34 34.5 -114 19.8  27257.
 03 42 55  82307.   24.62   -47.3  -29.6    34 34.9 -114 20.4  25228.
 03 43 56  76095.   33.13   -52.9  -32.5    34 34.8 -114 20.5  23384.
 03 44 56  71168.   42.02   -56.5  -35.4    34 34.9 -114 20.9  21892.
 03 45 57  66720.   52.14   -58.6  -38.0    34 34.8 -114 20.9  20587.
 03 46 57  62978.   62.55   -57.4  -39.9    34 34.8 -114 20.9  19441.
 03 47 57  59469.   74.20   -60.4  -41.2    34 35.1 -114 20.8  18458.
 03 48 57  56131.   87.27   -62.9  -42.5    34 35.1 -114 20.5  17410.
 03 49 57  53205.  100.57   -65.6  -43.3    34 35.3 -114 20.0  16527.
 03 50 57  51825.  107.51   -64.0  -44.7    34 35.6 -114 19.4  15700.
 03 51 57  49540.  120.03   -62.3  -45.1    34 36.0 -114 18.6  14904.
 03 52 57  47045.  135.30   -58.4  -45.0    34 36.3 -114 17.8  14149.
 03 53 58  44134.  155.45   -62.0  -44.4    34 36.7 -114 16.4  13442.
 03 55 00  41082.  179.58   -62.1  -44.8    34 37.2 -114 15.5  13016.
